,logFC,logCPM,LR,PValue,FDR,Domain,Phylum,Class,Order,Family,Genus,Species,threshold
ASV003843,-0.12236784986999,7.22968514894371,0.220483336451895,0.638671886799301,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV003848,-0.154834728966181,7.2307690164523,0.280946915669533,0.596081245358708,0.784042842117005,Fungi,Mucoromycota,Endogonomycetes,Endogonales,,,,Not significant
ASV003853,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,,,,,,,Not significant
ASV003855,-0.0657841142664416,7.22781592552949,0.117206118120583,0.732084659197643,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium_opacum,Not significant
ASV003856,0.0898224254248901,7.2283423256236,0.167555740037362,0.682293297816947,0.784042842117005,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma_pustula,Not significant
ASV003861,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,,Not significant
ASV003864,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Arthrocladium,,Not significant
ASV003870,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,,Not significant
ASV003883,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Ascomycota,Dothideomycetes,,,,,Not significant
ASV003889,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,Not significant
ASV003901,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Not significant
ASV003915,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,,,,,,,Not significant
ASV003918,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,,Not significant
ASV003923,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,,,Not significant
ASV003925,0.130091318652045,7.22955584827165,0.244623898967917,0.620886257193965,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_penicillioides,Not significant
ASV003933,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,,,,,,,Not significant
ASV003956,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,,Not significant
ASV003961,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,,Not significant
ASV003968,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sydowii,Not significant
ASV003969,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,,Not significant
ASV003971,0.200267126913649,7.23169332266081,0.382414434248737,0.536313896203058,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,,Not significant
ASV003983,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,,Not significant
ASV003984,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,,,,,,,Not significant
ASV003985,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,,Not significant
ASV003986,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV003989,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,,,,,,,Not significant
ASV003990,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_minioluteus,Not significant
ASV003994,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,,,,,,,Not significant
ASV003995,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,,,Not significant
ASV004002,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV004003,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,,,,,,,Not significant
ASV004004,-0.12236784986999,7.22968514894371,0.220483336451895,0.638671886799301,0.784042842117005,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,,Not significant
ASV004022,-0.109676976578179,7.22926401081729,0.197097753084532,0.657073725531143,0.784042842117005,Fungi,,,,,,,Not significant
ASV004024,-0.0657841142664416,7.22781592552949,0.117206118120583,0.732084659197643,0.789298673554067,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,Not significant
ASV004040,-0.129111363868915,7.22990946910937,0.232965226468535,0.629333821277128,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_ambigua,Not significant
ASV004050,-0.144305910411272,7.23041641507115,0.261235448740281,0.609272652727494,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV004067,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV004074,0.125750505529806,7.22942452047068,0.23625072901662,0.62692724773407,0.784042842117005,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma_pustula,Not significant
ASV004108,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS07,,,,Not significant
ASV004116,-0.129415164212972,7.22991958421557,0.233528469403866,0.628919774784006,0.784042842117005,Fungi,,,,,,,Not significant
ASV004122,-0.0933269909896697,7.22872321626177,0.167164001671277,0.682644646925937,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Minimedusa,Minimedusa_polyspora,Not significant
ASV004133,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,,,,,,,Not significant
ASV004135,-0.154834728966181,7.2307690164523,0.280946915669533,0.596081245358708,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium_pullulans,Not significant
ASV004136,-0.109676976578179,7.22926401081729,0.197097753084532,0.657073725531143,0.784042842117005,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,,Not significant
ASV004140,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,Not significant
ASV004146,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia_frigida,Not significant
ASV004154,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_ambigua,Not significant
ASV004158,-0.0814726665921259,7.22833221052962,0.145592471020048,0.702783444881662,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,,Not significant
ASV004162,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,Not significant
ASV004186,-0.129415164212972,7.22991958421557,0.233528469403866,0.628919774784006,0.784042842117005,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella_blakesleeana,Not significant
ASV004187,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV004206,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_arrhizus,Not significant
ASV004214,0.200267126913649,7.23169332266081,0.382414434248737,0.536313896203058,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS10,,,,Not significant
ASV004216,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Not significant
ASV004227,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,,,,,,,Not significant
ASV004228,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,,,Not significant
ASV004243,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_pseudofriesii,Not significant
ASV004255,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV004258,-0.0466725060939709,7.22718846306427,0.0828637569708823,0.773453405063004,0.807773592915535,Fungi,,,,,,,Not significant
ASV004266,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,,,,Not significant
ASV004267,-0.0814726665921259,7.22833221052962,0.145592471020048,0.702783444881662,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_indicum,Not significant
ASV004268,-0.0466725060939709,7.22718846306427,0.0828637569708823,0.773453405063004,0.807773592915535,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_sparsa,Not significant
ASV004270,-0.144305910411272,7.23041641507115,0.261235448740281,0.609272652727494,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV004273,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV004275,-0.0814726665921259,7.22833221052962,0.145592471020048,0.702783444881662,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,,,Not significant
ASV004278,-0.0657841142664416,7.22781592552949,0.117206118120583,0.732084659197643,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladiella,,Not significant
ASV004294,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,,Not significant
ASV004304,0.43389147070864,7.24059304195923,0.903130585245095,0.341943670858555,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Sagenomella_striatispora,Not significant
ASV004317,0.0898224254248901,7.2283423256236,0.167555740037362,0.682293297816947,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_chlamydosporigena,Not significant
ASV004328,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,,,,Not significant
ASV004332,-0.0814726665921259,7.22833221052962,0.145592471020048,0.702783444881662,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV004342,-0.144305910411272,7.23041641507115,0.261235448740281,0.609272652727494,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV004358,0.0775494252452569,7.22797430716312,0.144326158795935,0.704017547941003,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_wolfii,Not significant
ASV004366,0.130091318652045,7.22955584827165,0.244623898967917,0.620886257193965,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,,Not significant
ASV004369,-0.129111363868915,7.22990946910937,0.232965226468535,0.629333821277128,0.784042842117005,Fungi,,,,,,,Not significant
ASV004373,0.200267126913649,7.23169332266081,0.382414434248737,0.536313896203058,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,,Not significant
ASV004374,-0.144305910411272,7.23041641507115,0.261235448740281,0.609272652727494,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Not significant
ASV004379,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,,Not significant
ASV004405,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV004406,0.130091318652045,7.22955584827165,0.244623898967917,0.620886257193965,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Not significant
ASV004407,-0.0657841142664416,7.22781592552949,0.117206118120583,0.732084659197643,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Coccinonectria,,Not significant
ASV004413,-0.0466725060939709,7.22718846306427,0.0828637569708823,0.773453405063004,0.807773592915535,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurotheciella,,Not significant
ASV004415,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV004420,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,,,,,,,Not significant
ASV004426,-0.109676976578179,7.22926401081729,0.197097753084532,0.657073725531143,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,,Not significant
ASV004440,-0.0933269909896697,7.22872321626177,0.167164001671277,0.682644646925937,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_carbonarius,Not significant
ASV004446,0.0898224254248901,7.2283423256236,0.167555740037362,0.682293297816947,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Not significant
ASV004447,0.200267126913649,7.23169332266081,0.382414434248737,0.536313896203058,0.784042842117005,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_dolichospermus,Not significant
ASV004450,0.0898224254248901,7.2283423256236,0.167555740037362,0.682293297816947,0.784042842117005,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella_blakesleeana,Not significant
ASV004453,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Not significant
ASV004457,0.125750505529806,7.22942452047068,0.23625072901662,0.62692724773407,0.784042842117005,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_podzolica,Not significant
ASV004471,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV004474,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV004488,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,,Not significant
ASV004505,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV004547,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV004553,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_podzolica,Not significant
ASV004557,-0.109676976578179,7.22926401081729,0.197097753084532,0.657073725531143,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Not significant
ASV004571,-0.34475652676883,7.23803168446362,0.669661662853696,0.413169591619116,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Not significant
ASV004598,-0.134541218148175,7.2300903823154,0.24304427809176,0.622015971150271,0.784042842117005,Fungi,,,,,,,Not significant
ASV004600,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV004611,-0.0814726665921259,7.22833221052962,0.145592471020048,0.702783444881662,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,,Not significant
ASV004623,0.0775494252452569,7.22797430716312,0.144326158795935,0.704017547941003,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_phlyctidospora,Not significant
ASV004642,-0.144305910411272,7.23041641507115,0.261235448740281,0.609272652727494,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,,,Not significant
ASV004645,-0.0657841142664416,7.22781592552949,0.117206118120583,0.732084659197643,0.789298673554067,Fungi,,,,,,,Not significant
ASV004654,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,,Not significant
ASV004657,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,Ascomycota,,,,,,Not significant
ASV004658,0.130091318652045,7.22955584827165,0.244623898967917,0.620886257193965,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,,Not significant
ASV004676,0.145505315956009,7.23002335261604,0.274491189680769,0.600334831879448,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Arthropsis,Arthropsis_hispanica,Not significant
ASV004685,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,,Not significant
ASV004686,-0.12236784986999,7.22968514894371,0.220483336451895,0.638671886799301,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV004691,-0.0833331554211941,7.22839352234223,0.148970918535754,0.699520731406607,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV004693,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii,Not significant
ASV004707,-0.109676976578179,7.22926401081729,0.197097753084532,0.657073725531143,0.784042842117005,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_albicans,Not significant
ASV004722,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,,Not significant
ASV004733,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV004751,-0.0466725060939709,7.22718846306427,0.0828637569708823,0.773453405063004,0.807773592915535,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Lopharia,Lopharia_cinerascens,Not significant
ASV004772,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV004792,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV004803,0.145505315956009,7.23002335261604,0.274491189680769,0.600334831879448,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV004826,0.0898224254248901,7.2283423256236,0.167555740037362,0.682293297816947,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV004836,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV004851,0.125750505529806,7.22942452047068,0.23625072901662,0.62692724773407,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_chlamydosporigena,Not significant
ASV004876,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Not significant
ASV004879,0.130091318652045,7.22955584827165,0.244623898967917,0.620886257193965,0.784042842117005,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Yamadazyma_triangularis,Not significant
ASV004882,-0.129415164212972,7.22991958421557,0.233528469403866,0.628919774784006,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,,Not significant
ASV004899,-0.0814726665921259,7.22833221052962,0.145592471020048,0.702783444881662,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_rosea,Not significant
ASV004900,0.125750505529806,7.22942452047068,0.23625072901662,0.62692724773407,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV004913,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,,,Not significant
ASV004922,-0.0401421973132568,7.22697435228905,0.0711862506013274,0.789617367031502,0.807773592915535,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Subulicystidium,,Not significant
ASV004944,0.0898224254248901,7.2283423256236,0.167555740037362,0.682293297816947,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,,,Not significant
ASV004955,-0.0657841142664416,7.22781592552949,0.117206118120583,0.732084659197643,0.789298673554067,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Farlowiella,Farlowiella_carmichaeliana,Not significant
ASV004987,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_virescens,Not significant
ASV005001,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV005012,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,,,,,,,Not significant
ASV005042,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_alpina,Not significant
ASV005060,-0.0657841142664416,7.22781592552949,0.117206118120583,0.732084659197643,0.789298673554067,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,,Not significant
ASV005069,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV005119,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Basidiomycota,Classiculomycetes,Classiculales,Classiculaceae,,,Not significant
ASV005125,0.0658522479826516,7.22762417990054,0.122292063982799,0.726561735308617,0.789298673554067,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV005137,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV005140,-0.0933269909896697,7.22872321626177,0.167164001671277,0.682644646925937,0.784042842117005,Fungi,,,,,,,Not significant
ASV005154,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,,Not significant
ASV005179,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV005181,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Not significant
ASV005189,0.125750505529806,7.22942452047068,0.23625072901662,0.62692724773407,0.784042842117005,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,,Not significant
ASV005203,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,,,,,,,Not significant
ASV005305,-0.109676976578179,7.22926401081729,0.197097753084532,0.657073725531143,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,,,,,Not significant
ASV005329,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_marchalianum,Not significant
ASV005336,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV005347,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV005355,-0.125443195140061,7.22978740043455,0.226170785764054,0.634377785019804,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_flanaganii,Not significant
